186,50,85,59,48,16,63,5,16,4568
187,75,27,97,13,43,26,4,27,2134
188,23,20,4,18,3,16,38,43,8620
189,85,98,39,40,63,18,16,3,9048
190,80,56,59,41,25,21,39,15,8608
191,79,5,96,31,29,1,64,6,4375
192,3,84,86,49,3,39,13,45,3336
193,47,41,1,30,43,15,16,26,5300
194,68,18,45,46,62,10,4,24,9521
195,93,27,79,30,11,69,7,13,3268
196,81,97,8,34,7,48,14,31,8599
197,84,23,34,53,31,24,14,31,3625
198,71,30,20,92,29,10,35,26,9595
199,62,85,96,83,7,25,53,15,4636
200,92,50,68,53,64,24,3,9,9040
201,70,90,62,18,18,22,26,34,9882
202,13,88,29,27,3,7,30,60,4505
203,2,29,41,42,3,70,7,20,6922
204,75,18,77,57,9,45,41,5,8173
205,15,73,48,44,10,21,55,14,7098
206,89,54,4,45,4,1,25,70,8563
207,99,88,7,15,6,13,6,75,9626
208,83,92,94,81,21,16,59,4,4970
209,79,5,16,34,2,80,5,13,6946
210,27,15,88,33,1,5,34,60,339
211,80,43,76,66,8,78,1,13,6158
212,88,61,81,6,81,11,7,1,6367
213,1,18,63,99,6,92,1,1,3114
214,94,57,83,69,37,47,10,6,3894
215,84,59,72,39,16,4,4,76,1877
216,2,47,83,8,6,19,14,61,5265
217,60,5,93,69,2,19,69,10,4601
218,8,67,2,83,3,34,24,39,5161
219,97,21,75,62,4,36,9,51,3054
220,11,44,10,22,57,9,26,8,9055
221,98,11,93,33,44,34,14,8,7345
222,63,32,30,88,19,12,64,5,3622
223,81,12,4,82,27,6,52,15,4741
224,89,52,97,94,9,55,20,16,5231
225,36,14,29,78,39,1,14,46,6248
226,27,48,72,58,34,16,6,44,9902
227,37,52,10,89,3,63,11,23,2022
228,69,98,84,68,57,34,8,1,6260
229,52,15,21,23,42,16,9,33,3402
230,18,89,12,68,34,5,35,26,8999
231,9,9,67,44,3,57,21,19,8703
232,92,8,36,16,34,55,10,1,1779
233,38,1,50,98,64,5,22,9,8453
234,15,12,32,6,12,18,23,47,8891
235,92,28,18,57,16,16,6,62,3391
236,65,12,11,81,63,1,25,11,2399
237,33,69,13,3,8,49,31,12,7591
238,78,49,51,57,10,33,23,34,121
239,89,49,35,80,45,9,28,18,5411
240,16,42,14,96,32,26,37,5,4390
241,24,14,37,90,4,38,30,28,6069
242,84,85,59,96,6,30,52,12,5984
243,5,2,16,70,67,3,17,13,2710
244,73,86,6,61,20,27,16,37,4203
245,19,60,39,26,39,7,16,38,7222
246,93,7,59,95,13,12,59,16,4013
247,69,70,6,2,49,17,17,17,4044
248,54,68,36,69,44,24,9,23,9387
249,6,91,62,33,30,5,24,41,103
250,2,98,81,85,42,5,50,3,2599
251,39,1,58,55,4,31,43,22,5277
252,29,41,98,13,45,37,9,9,5969
253,7,81,23,52,43,17,15,25,1586
254,34,78,54,71,22,23,1,54,4011
